45,458305 9,174223
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
