45,458168 9,174287
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,172142
49,631001
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,631001
50,352474
51,100235
51,861382
52,611698
53,310375
53,896557
53,310375
54,436974
55,236862
54,436974
55,236862
56,734367
55,608997
56,734367
57,613377
56,738853
55,617939
56,811584
55,917297
55,001122
55,617939
56,972092
56,810703
56,666809
55,827579
55,985374
55,985374
56,729660
56,544579
57,019493
57,376770
58,072704
58,693977
60,266487
61,102085
59,151314
59,512558
59,319626
60,876915
59,151314
59,017883
58,267769
57,378433
57,009262
56,154152
57,073044
57,958534
57,073044
58,181252
59,605160
58,181252
58,591820
56,972092
58,279922
58,596794
56,989700
58,498154
57,613377
57,958797
60,457573
57,958797
57,613377
56,734367
55,608997
56,734367
58,339592
57,435852
58,933594
60,160133
57,613377
59,799648
60,777584
60,236797
59,052780
57,825909
59,297142
58,361717
59,673382
59,238571
60,334190
60,317810
58,962845
59,220863
58,004230
58,542824
59,151314
59,239212
59,762802
60,720947
61,704796
61,077873
61,394180
60,789482
59,824905
61,070335
60,235825
59,667110
60,235825
58,433044
57,865608
58,720623
58,077774
57,715778
56,544579
57,279621
57,233177
56,921021
56,952625
58,498154
56,020599
55,809334
55,236862
53,896557
53,310375
52,260937
53,310375
52,260937
51,711967
53,105042
50,048542
49,631001
-15,000000
49,631001
50,048542
50,855270
51,711967
52,260937
51,294117
50,405388
50,048542
49,631001
50,352474
49,811367
49,172142
49,811367
50,352474
49,811367
49,251869
-15,000000
-15,000000
-15,000000
49,172142
49,811367
49,251869
49,811367
49,251869
-15,000000
49,172142
-15,000000
49,292320
50,048542
49,292320
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,631001
49,172142
49,811367
49,172142
-15,000000
-15,000000
49,631001
49,172142
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,292320
49,587112
50,405388
50,680725
50,405388
49,587112
49,292320
50,048542
50,855270
51,294117
52,260937
53,310375
53,896557
52,704372
51,639282
51,294117
50,405388
50,680725
51,639282
50,680725
50,855270
49,952026
50,855270
50,680725
49,811367
-15,000000
-15,000000
49,172142
-15,000000
-15,000000
-15,000000
49,587112
50,405388
51,294117
51,639282
50,680725
50,855270
51,861382
50,855270
49,952026
50,855270
50,915150
50,855270
49,952026
49,811367
50,680725
49,811367
50,680725
50,855270
50,915150
50,855270
49,952026
50,855270
49,952026
49,811367
-15,000000
49,811367
49,587112
50,405388
49,587112
-15,000000
49,587112
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,292320
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,292320
-15,000000
-15,000000
-15,000000
-15,000000
49,587112
49,811367
49,952026
-15,000000
-15,000000
49,811367
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,292320
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,587112
49,292320
49,587112
49,811367
50,680725
51,639282
52,704372
52,260937
52,704372
52,260937
51,711967
52,611698
51,711967
50,855270
51,294117
50,855270
51,711967
52,611698
53,534618
54,436974
55,608997
56,734367
58,339592
56,734367
57,613377
56,734367
57,613377
57,958797
57,613377
59,799648
62,344482
59,799648
58,339592
59,799648
60,457573
63,979401
62,344482
63,979401
62,344482
59,799648
58,339592
59,799648
62,344482
59,799648
57,613377
56,734367
57,613377
55,809334
54,294800
55,809334
56,020599
57,958797
56,020599
55,809334
55,236862
54,436974
55,236862
56,734367
57,613377
56,734367
57,613377
56,734367
55,236862
53,896557
53,310375
54,436974
55,236862
55,809334
55,236862
55,809334
55,236862
56,734367
55,608997
56,734367
57,613377
57,958797
57,613377
59,799648
57,613377
56,734367
55,236862
53,896557
55,236862
53,896557
55,236862
55,809334
55,236862
54,436974
55,236862
56,734367
55,236862
54,436974
55,236862
53,896557
53,310375
54,436974
53,310375
52,260937
51,294117
50,855270
51,711967
52,260937
51,294117
52,260937
53,310375
52,260937
51,711967
51,100235
51,711967
52,260937
51,711967
52,611698
51,711967
52,611698
53,534618
52,611698
51,861382
52,611698
51,711967
52,611698
51,861382
51,100235
51,861382
51,100235
50,352474
50,855270
51,294117
50,405388
50,048542
49,631001
49,172142
49,811367
50,352474
50,855270
51,294117
50,855270
50,048542
50,405388
50,680725
50,405388
50,048542
50,405388
49,587112
49,811367
49,952026
50,000000
49,172142
-15,000000
49,952026
-15,000000
49,952026
50,000000
49,172142
-15,000000
49,172142
-15,000000
49,952026
50,000000
49,952026
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,172142
-15,000000
49,172142
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,292320
49,587112
-15,000000
-15,000000
-15,000000
49,172142
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,172142
-15,000000
49,172142
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,952026
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
-15,000000
49,172142
49,811367
50,352474
50,855270
50,352474
50,855270
51,711967
52,260937
51,711967
50,855270
50,048542
49,631001
